Date,Customer_ID,Region,Sales_Rep,Product_ID,Product_Name,Category,Units_Sold,Unit_Price,Revenue,Cost,Profit
2024-03-02,CUST4812,South,Diana,P004,Keyboard,Accessories,15,20.03,300.45,249.25,51.2
2024-07-28,CUST5052,North,Charlie,P003,Monitor,Electronics,5,276.67,1383.35,1138.29,245.06
2024-01-07,CUST8213,North,Fiona,P003,Monitor,Electronics,8,254.76,2038.08,1439.35,598.73
2024-10-09,CUST4562,North,Bob,P005,Mouse,Accessories,15,42.64,639.6,508.3,131.3
2024-08-07,CUST8959,South,Alice,P004,Keyboard,Accessories,9,53.62,482.58,397.99,84.59
2024-05-05,CUST8484,East,Charlie,P003,Monitor,Electronics,19,217.77,4137.63,2998.14,1139.49
2024-05-11,CUST2084,South,Diana,P006,Tablet,Electronics,13,464.45,6037.85,5130.76,907.09
2024-10-01,CUST8667,West,Charlie,P001,Laptop,Electronics,13,961.29,12496.77,8946.41,3550.36
2024-02-12,CUST9289,West,Fiona,P005,Mouse,Accessories,3,19.53,58.59,43.67,14.92
2024-07-14,CUST3048,West,Bob,P002,Smartphone,Electronics,5,799.4,3997.0,3348.8,648.2
2024-02-05,CUST6289,West,Diana,P002,Smartphone,Electronics,14,725.47,10156.58,6421.02,3735.56
2024-12-25,CUST6688,South,Bob,P001,Laptop,Electronics,15,1179.45,17691.75,13132.57,4559.18
2024-08-29,CUST9844,South,Evan,P003,Monitor,Electronics,13,241.54,3140.02,2347.17,792.85
2024-09-14,CUST4063,South,Charlie,P006,Tablet,Electronics,20,616.45,12329.0,9659.82,2669.18
2024-11-20,CUST8434,West,Fiona,P005,Mouse,Accessories,16,45.28,724.48,507.1,217.38
2024-07-16,CUST7108,North,Charlie,P004,Keyboard,Accessories,15,44.44,666.6,461.98,204.62
2024-09-24,CUST8574,East,Evan,P001,Laptop,Electronics,8,901.92,7215.36,4640.68,2574.68
2024-10-11,CUST3107,North,Bob,P002,Smartphone,Electronics,4,630.95,2523.8,1894.82,628.98
2024-11-11,CUST1090,East,Charlie,P002,Smartphone,Electronics,13,503.94,6551.22,3937.97,2613.25
2024-10-22,CUST1104,East,Fiona,P001,Laptop,Electronics,15,1171.98,17579.7,11192.97,6386.73
2024-01-18,CUST9241,North,Bob,P006,Tablet,Electronics,8,641.16,5129.28,4194.1,935.18
2024-02-26,CUST9420,West,Charlie,P003,Monitor,Electronics,4,152.5,610.0,444.78,165.22
2024-10-31,CUST8850,West,Fiona,P002,Smartphone,Electronics,18,688.03,12384.54,7533.43,4851.11
2024-03-11,CUST2219,East,Alice,P003,Monitor,Electronics,13,194.57,2529.41,1987.03,542.38
2024-05-08,CUST0912,South,Bob,P003,Monitor,Electronics,20,295.44,5908.8,4503.93,1404.87
2024-05-06,CUST6990,West,Evan,P003,Monitor,Electronics,8,154.65,1237.2,1030.74,206.46
2024-09-08,CUST6565,South,Evan,P001,Laptop,Electronics,20,1177.31,23546.2,17416.53,6129.67
2024-11-20,CUST6592,South,Alice,P005,Mouse,Accessories,2,37.72,75.44,61.43,14.01
2024-11-27,CUST0046,West,Evan,P001,Laptop,Electronics,16,1063.55,17016.8,11256.63,5760.17
2024-11-14,CUST9370,East,Diana,P004,Keyboard,Accessories,14,24.02,336.28,246.0,90.28
2024-10-09,CUST4062,East,Diana,P002,Smartphone,Electronics,10,839.83,8398.3,5053.11,3345.19
2024-03-11,CUST1189,South,Diana,P003,Monitor,Electronics,4,256.62,1026.48,697.49,328.99
2024-07-07,CUST0209,North,Diana,P006,Tablet,Electronics,20,426.3,8526.0,5978.23,2547.77
2024-06-12,CUST8132,East,Alice,P004,Keyboard,Accessories,16,27.86,445.76,286.35,159.41
2024-04-18,CUST2939,North,Bob,P002,Smartphone,Electronics,14,534.46,7482.44,5566.18,1916.26
2024-04-22,CUST9566,North,Evan,P006,Tablet,Electronics,11,633.33,6966.63,5476.14,1490.49
2024-07-17,CUST0661,South,Charlie,P002,Smartphone,Electronics,17,693.71,11793.07,7694.88,4098.19
2024-06-04,CUST5088,East,Diana,P006,Tablet,Electronics,6,624.15,3744.9,3044.4,700.5
2024-10-10,CUST8084,West,Alice,P003,Monitor,Electronics,18,241.34,4344.12,3453.28,890.84
2024-08-02,CUST3695,East,Alice,P004,Keyboard,Accessories,18,36.64,659.52,416.93,242.59
2024-06-19,CUST9967,North,Diana,P001,Laptop,Electronics,16,965.42,15446.72,9562.36,5884.36
2024-08-04,CUST5854,North,Diana,P006,Tablet,Electronics,2,690.98,1381.96,1066.89,315.07
2024-04-10,CUST8819,East,Alice,P006,Tablet,Electronics,8,684.41,5475.28,3513.02,1962.26
2024-03-10,CUST0607,North,Evan,P003,Monitor,Electronics,12,207.53,2490.36,2099.12,391.24
2024-03-04,CUST1296,North,Charlie,P003,Monitor,Electronics,17,150.22,2553.74,1753.34,800.4
2024-02-04,CUST6430,East,Bob,P004,Keyboard,Accessories,9,30.85,277.65,222.17,55.48
2024-05-06,CUST8060,West,Alice,P005,Mouse,Accessories,4,47.26,189.04,115.64,73.4
2024-09-23,CUST0207,East,Charlie,P001,Laptop,Electronics,10,804.52,8045.2,5321.56,2723.64
2024-11-30,CUST4074,South,Bob,P003,Monitor,Electronics,4,230.94,923.76,781.67,142.09
2024-07-15,CUST6269,West,Bob,P001,Laptop,Electronics,18,809.65,14573.7,9505.72,5067.98
2024-11-24,CUST8913,West,Fiona,P006,Tablet,Electronics,2,395.42,790.84,548.0,242.84
2024-02-14,CUST0204,South,Diana,P003,Monitor,Electronics,1,249.01,249.01,182.66,66.35
2024-12-11,CUST6261,East,Fiona,P003,Monitor,Electronics,6,241.21,1447.26,990.63,456.63
2024-04-20,CUST3879,East,Fiona,P004,Keyboard,Accessories,20,28.27,565.4,368.04,197.36
2024-11-10,CUST9911,West,Charlie,P004,Keyboard,Accessories,5,28.0,140.0,116.64,23.36
2024-05-26,CUST0876,West,Diana,P003,Monitor,Electronics,1,225.47,225.47,163.87,61.6
2024-08-25,CUST7913,North,Evan,P001,Laptop,Electronics,17,1087.93,18494.81,13894.78,4600.03
2024-10-02,CUST9822,North,Evan,P002,Smartphone,Electronics,2,891.62,1783.24,1388.98,394.26
2024-08-15,CUST3272,South,Diana,P006,Tablet,Electronics,10,646.26,6462.6,4004.97,2457.63
2024-01-29,CUST9070,East,Evan,P004,Keyboard,Accessories,4,23.85,95.4,70.05,25.35
2024-01-29,CUST3056,North,Alice,P001,Laptop,Electronics,11,865.2,9517.2,6660.47,2856.73
2024-07-17,CUST2604,South,Alice,P005,Mouse,Accessories,13,16.13,209.69,177.93,31.76
2024-02-03,CUST0115,West,Diana,P003,Monitor,Electronics,8,240.09,1920.72,1378.3,542.42
2024-07-08,CUST0930,South,Fiona,P003,Monitor,Electronics,12,256.68,3080.16,2076.23,1003.93
2024-08-06,CUST6397,North,Evan,P002,Smartphone,Electronics,3,677.52,2032.56,1251.81,780.75
2024-11-30,CUST6902,West,Diana,P005,Mouse,Accessories,11,40.52,445.72,331.68,114.04
2024-12-05,CUST5353,West,Alice,P004,Keyboard,Accessories,5,54.91,274.55,177.07,97.48
2024-04-28,CUST6298,North,Fiona,P003,Monitor,Electronics,8,296.43,2371.44,1504.6,866.84
2024-11-20,CUST9102,West,Alice,P005,Mouse,Accessories,10,15.58,155.8,108.05,47.75
2024-12-03,CUST0850,West,Bob,P002,Smartphone,Electronics,13,706.77,9188.01,5624.02,3563.99
2024-07-19,CUST0138,East,Alice,P001,Laptop,Electronics,13,958.32,12458.16,8826.52,3631.64
2024-03-21,CUST7028,East,Alice,P002,Smartphone,Electronics,17,854.84,14532.28,9038.1,5494.18
2024-06-24,CUST3545,North,Evan,P005,Mouse,Accessories,18,35.57,640.26,385.91,254.35
2024-09-15,CUST0473,South,Charlie,P001,Laptop,Electronics,6,823.48,4940.88,3879.55,1061.33
2024-10-18,CUST3278,West,Charlie,P002,Smartphone,Electronics,1,743.32,743.32,508.98,234.34
2024-07-08,CUST1837,South,Diana,P005,Mouse,Accessories,15,39.36,590.4,408.36,182.04
2024-03-04,CUST0705,South,Diana,P001,Laptop,Electronics,2,1049.31,2098.62,1539.05,559.57
2024-11-05,CUST4224,East,Fiona,P003,Monitor,Electronics,16,290.17,4642.72,3553.52,1089.2
2024-06-02,CUST9124,East,Fiona,P005,Mouse,Accessories,5,16.53,82.65,55.5,27.15
2024-08-22,CUST9134,North,Fiona,P003,Monitor,Electronics,11,183.77,2021.47,1258.65,762.82
2024-03-16,CUST5700,East,Evan,P005,Mouse,Accessories,4,40.14,160.56,120.23,40.33
2024-02-22,CUST5410,West,Diana,P002,Smartphone,Electronics,10,854.53,8545.3,6932.95,1612.35
2024-04-12,CUST2448,North,Diana,P002,Smartphone,Electronics,6,738.85,4433.1,3419.95,1013.15
2024-09-19,CUST6225,North,Bob,P005,Mouse,Accessories,16,16.83,269.28,208.65,60.63
2024-11-29,CUST5073,West,Alice,P004,Keyboard,Accessories,4,52.43,209.72,169.89,39.83
2024-04-27,CUST2528,West,Diana,P004,Keyboard,Accessories,1,31.85,31.85,25.99,5.86
2024-06-13,CUST1031,East,Evan,P001,Laptop,Electronics,5,878.7,4393.5,3514.56,878.94
2024-04-23,CUST0072,North,Diana,P003,Monitor,Electronics,1,160.65,160.65,134.74,25.91
2024-04-03,CUST5178,West,Alice,P002,Smartphone,Electronics,3,669.26,2007.78,1610.72,397.06
2024-08-19,CUST2113,South,Charlie,P003,Monitor,Electronics,17,216.01,3672.17,2260.07,1412.1
2024-05-31,CUST5040,West,Evan,P003,Monitor,Electronics,3,181.38,544.14,406.84,137.3
2024-07-25,CUST5987,South,Alice,P003,Monitor,Electronics,2,256.45,512.9,431.94,80.96
2024-07-09,CUST7661,North,Charlie,P006,Tablet,Electronics,11,577.76,6355.36,5382.22,973.14
2024-08-11,CUST1310,West,Diana,P006,Tablet,Electronics,15,349.24,5238.6,4365.82,872.78
2024-10-06,CUST3520,West,Charlie,P006,Tablet,Electronics,10,639.04,6390.4,4480.65,1909.75
2024-09-10,CUST5281,West,Charlie,P004,Keyboard,Accessories,4,42.15,168.6,109.37,59.23
2024-10-26,CUST0114,East,Fiona,P006,Tablet,Electronics,18,484.0,8712.0,6418.43,2293.57
2024-11-23,CUST7836,West,Fiona,P004,Keyboard,Accessories,2,50.88,101.76,85.75,16.01
2024-07-08,CUST1643,South,Bob,P001,Laptop,Electronics,18,906.14,16310.52,13274.88,3035.64
2024-01-18,CUST3556,South,Bob,P001,Laptop,Electronics,20,943.95,18879.0,13634.74,5244.26
2024-08-11,CUST2184,South,Evan,P006,Tablet,Electronics,20,579.44,11588.8,7569.52,4019.28
2024-04-16,CUST9187,South,Charlie,P004,Keyboard,Accessories,10,30.36,303.6,196.28,107.32
2024-10-14,CUST7540,West,Evan,P002,Smartphone,Electronics,6,826.19,4957.14,4132.73,824.41
2024-05-08,CUST3880,South,Bob,P005,Mouse,Accessories,6,24.04,144.24,102.39,41.85
2024-11-07,CUST0766,South,Bob,P006,Tablet,Electronics,18,646.99,11645.82,8884.9,2760.92
2024-06-02,CUST0003,North,Diana,P006,Tablet,Electronics,6,308.68,1852.08,1154.74,697.34
2024-02-15,CUST8459,East,Charlie,P005,Mouse,Accessories,7,22.98,160.86,128.62,32.24
2024-01-24,CUST1157,South,Evan,P002,Smartphone,Electronics,7,884.61,6192.27,4481.1,1711.17
2024-11-19,CUST1378,East,Charlie,P001,Laptop,Electronics,16,932.56,14920.96,10150.29,4770.67
2024-05-24,CUST7251,East,Diana,P006,Tablet,Electronics,11,350.74,3858.14,2690.09,1168.05
2024-05-24,CUST3624,North,Alice,P005,Mouse,Accessories,20,36.78,735.6,478.46,257.14
2024-04-23,CUST3498,South,Bob,P001,Laptop,Electronics,13,1115.44,14500.72,12270.08,2230.64
2024-01-12,CUST7659,West,Bob,P004,Keyboard,Accessories,5,56.54,282.7,204.45,78.25
2024-03-29,CUST0554,West,Diana,P002,Smartphone,Electronics,3,665.67,1997.01,1560.65,436.36
2024-03-23,CUST0057,South,Evan,P003,Monitor,Electronics,16,154.24,2467.84,1975.91,491.93
2024-01-14,CUST5490,East,Bob,P003,Monitor,Electronics,2,185.71,371.42,296.91,74.51
2024-04-05,CUST4714,North,Fiona,P005,Mouse,Accessories,17,42.87,728.79,461.92,266.87
2024-09-15,CUST0879,South,Diana,P001,Laptop,Electronics,16,1116.43,17862.88,12046.33,5816.55
2024-09-19,CUST7754,East,Evan,P003,Monitor,Electronics,1,251.31,251.31,205.35,45.96
2024-10-09,CUST9326,North,Diana,P002,Smartphone,Electronics,14,681.38,9539.32,6052.03,3487.29
2024-09-10,CUST6633,South,Evan,P002,Smartphone,Electronics,1,837.11,837.11,553.56,283.55
2024-11-15,CUST6612,East,Diana,P006,Tablet,Electronics,12,553.72,6644.64,5305.51,1339.13
2024-07-08,CUST5162,West,Fiona,P006,Tablet,Electronics,3,413.09,1239.27,882.3,356.97
2024-11-12,CUST9619,West,Fiona,P005,Mouse,Accessories,7,18.66,130.62,108.59,22.03
2024-12-06,CUST9801,North,Charlie,P005,Mouse,Accessories,18,39.78,716.04,580.37,135.67
2024-07-10,CUST5161,East,Alice,P005,Mouse,Accessories,17,29.95,509.15,380.5,128.65
2024-08-15,CUST2342,West,Diana,P003,Monitor,Electronics,20,255.33,5106.6,3908.9,1197.7
2024-03-29,CUST9675,East,Diana,P003,Monitor,Electronics,7,169.13,1183.91,930.94,252.97
2024-01-18,CUST9597,North,Fiona,P001,Laptop,Electronics,5,840.34,4201.7,3275.86,925.84
2024-01-29,CUST5562,South,Charlie,P001,Laptop,Electronics,11,1046.37,11510.07,8524.31,2985.76
2024-08-01,CUST7380,West,Fiona,P001,Laptop,Electronics,1,1079.92,1079.92,697.21,382.71
2024-06-03,CUST9693,East,Diana,P006,Tablet,Electronics,6,354.99,2129.94,1380.79,749.15
2024-09-17,CUST2648,East,Diana,P003,Monitor,Electronics,6,274.01,1644.06,1368.33,275.73
2024-02-05,CUST1053,South,Bob,P006,Tablet,Electronics,15,598.61,8979.15,6950.05,2029.1
2024-05-31,CUST7915,North,Charlie,P002,Smartphone,Electronics,15,710.34,10655.1,7847.58,2807.52
2024-12-14,CUST6356,North,Diana,P006,Tablet,Electronics,18,689.01,12402.18,8340.85,4061.33
2024-04-07,CUST4185,East,Diana,P006,Tablet,Electronics,3,694.98,2084.94,1355.17,729.77
2024-11-16,CUST8790,East,Diana,P003,Monitor,Electronics,15,262.14,3932.1,2924.45,1007.65
2024-03-04,CUST4413,West,Bob,P001,Laptop,Electronics,11,1006.13,11067.43,8540.45,2526.98
2024-08-04,CUST7288,South,Bob,P006,Tablet,Electronics,18,396.58,7138.44,4289.68,2848.76
2024-05-19,CUST9404,South,Diana,P004,Keyboard,Accessories,4,22.03,88.12,64.83,23.29
2024-08-22,CUST6860,East,Charlie,P001,Laptop,Electronics,13,960.31,12484.03,7513.54,4970.49
2024-08-12,CUST4552,East,Diana,P003,Monitor,Electronics,15,252.66,3789.9,2658.95,1130.95
2024-02-05,CUST5874,West,Charlie,P006,Tablet,Electronics,17,678.81,11539.77,7854.18,3685.59
2024-06-13,CUST0094,North,Alice,P001,Laptop,Electronics,6,901.91,5411.46,3829.9,1581.56
2024-04-11,CUST6799,South,Charlie,P004,Keyboard,Accessories,17,37.86,643.62,470.01,173.61
2024-08-24,CUST5782,East,Charlie,P006,Tablet,Electronics,2,442.97,885.94,623.42,262.52
2024-02-06,CUST4957,East,Alice,P001,Laptop,Electronics,5,870.05,4350.25,2889.31,1460.94
2024-04-01,CUST0081,South,Bob,P005,Mouse,Accessories,19,36.41,691.79,576.43,115.36
2024-10-30,CUST6977,North,Evan,P002,Smartphone,Electronics,17,662.61,11264.37,8263.57,3000.8
2024-07-18,CUST1041,West,Alice,P002,Smartphone,Electronics,11,828.23,9110.53,7441.62,1668.91
2024-09-05,CUST4888,East,Bob,P002,Smartphone,Electronics,14,577.59,8086.26,6634.57,1451.69
2024-03-02,CUST0741,East,Fiona,P002,Smartphone,Electronics,17,757.2,12872.4,7918.98,4953.42
2024-04-29,CUST0499,East,Fiona,P001,Laptop,Electronics,18,1044.59,18802.62,13794.89,5007.73
2024-11-11,CUST9567,West,Fiona,P001,Laptop,Electronics,7,907.65,6353.55,4730.83,1622.72
2024-06-27,CUST9435,West,Bob,P001,Laptop,Electronics,20,990.25,19805.0,14283.32,5521.68
2024-08-14,CUST1795,South,Charlie,P003,Monitor,Electronics,11,298.5,3283.5,2425.88,857.62
2024-03-17,CUST5207,North,Diana,P004,Keyboard,Accessories,20,30.81,616.2,371.75,244.45
2024-09-20,CUST8064,East,Evan,P002,Smartphone,Electronics,12,801.4,9616.8,6678.0,2938.8
2024-01-07,CUST3650,East,Fiona,P001,Laptop,Electronics,19,928.75,17646.25,13412.12,4234.13
2024-11-09,CUST8987,North,Bob,P001,Laptop,Electronics,11,1033.79,11371.69,8608.19,2763.5
2024-07-11,CUST4112,East,Bob,P006,Tablet,Electronics,14,300.44,4206.16,3277.89,928.27
2024-04-18,CUST5797,South,Charlie,P006,Tablet,Electronics,2,620.57,1241.14,1045.49,195.65
2024-08-31,CUST7679,South,Charlie,P005,Mouse,Accessories,9,36.37,327.33,267.67,59.66
2024-06-06,CUST7210,West,Diana,P002,Smartphone,Electronics,2,590.94,1181.88,875.63,306.25
2024-12-02,CUST5986,North,Fiona,P003,Monitor,Electronics,18,215.52,3879.36,2679.25,1200.11
2024-05-23,CUST4380,South,Bob,P003,Monitor,Electronics,3,227.02,681.06,481.06,200.0
2024-06-15,CUST9935,East,Fiona,P001,Laptop,Electronics,17,1008.79,17149.43,13393.31,3756.12
2024-05-11,CUST4530,North,Evan,P005,Mouse,Accessories,13,39.37,511.81,410.21,101.6
2024-05-27,CUST2758,West,Alice,P004,Keyboard,Accessories,6,29.79,178.74,141.49,37.25
2024-06-12,CUST4587,South,Diana,P006,Tablet,Electronics,12,589.03,7068.36,4906.76,2161.6
2024-10-15,CUST1617,West,Bob,P004,Keyboard,Accessories,16,31.7,507.2,369.79,137.41
2024-12-23,CUST9673,South,Fiona,P006,Tablet,Electronics,1,453.58,453.58,292.76,160.82
2024-01-27,CUST8678,North,Diana,P006,Tablet,Electronics,3,448.61,1345.83,1137.81,208.02
2024-03-03,CUST6251,East,Charlie,P005,Mouse,Accessories,17,20.24,344.08,273.45,70.63
2024-06-09,CUST0384,West,Bob,P005,Mouse,Accessories,10,29.5,295.0,217.47,77.53
2024-10-24,CUST7763,North,Diana,P002,Smartphone,Electronics,5,684.07,3420.35,2175.69,1244.66
2024-08-28,CUST2483,South,Bob,P005,Mouse,Accessories,17,48.1,817.7,496.13,321.57
